"","id","smile"
"6737","DB11783","[H][C@@](C)(N[C@@]([H])(CCC1=CC=CC=C1)C(=O)OCC)C(=O)N1C(=O)N(C)C[C@@]1([H])C(O)=O"
"6738","DB11784","C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@@]1(CC1=CC=CC=C1)C(=O)N[C@@H]([C@@H](C)O)C(N)=O"
"6739","DB11785","CN1[C@@H]2C[C@H](O)[C@H]1C[C@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1"
"6740","DB11786","C[C@H](OCC(=O)NCC(F)(F)C(F)(F)F)C1=CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C"
"6741","DB11787","CC(C)(C)CN1C(N)=NC2=CC=C(N=C12)C1=C(NC(=N1)C(C)(C)C)C1=CC=C(F)C=C1"
"6742","DB11789","[H][C@@]1(CC[C@@]2([H])[C@]3([H])C[C@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O"
"6743","DB11790","C[C@@H]1NC(C)(C)CO[C@@]1(O)C1=CC=CC(Cl)=C1"
"6744","DB11791","CNC(=O)C1=C(F)C=C(C=C1)C1=NN2C(CC3=CC4=C(C=C3)N=CC=C4)=CN=C2N=C1"
"6745","DB11792","CCCOC1=CC=C(C=C1C1=NC2=C(N(CC)C=C2CCC)C(=O)N1)S(=O)(=O)N1CCN(CCO)CC1"
"6746","DB11793","NC(=O)C1=CC=CC2=CN(N=C12)C1=CC=C(C=C1)[C@@H]1CCCNC1"
"6747","DB11794","CNCC1=CC=C(C=C1)C1=NOC(=C1)C1=NC(=CN=C1N)C1=CC=C(C=C1)S(=O)(=O)C(C)C"
"6748","DB11795","CC1=NC2=C(C=C(C=C2N1CC1=C(C)C(=CC=C1)C(F)(F)F)N1CCOCC1)C(O)=O"
"6749","DB11796","COC1=CN=C(N2C=NC(C)=N2)C2=C1C(=CN2COP(O)(O)=O)C(=O)C(=O)N1CCN(CC1)C(=O)C1=CC=CC=C1"
"6750","DB11797","CC(=O)N[C@H]([C@@H](O)CC(=O)C(O)=O)[C@@H](O)[C@H](O)[C@H](O)CO"
"6751","DB11799","OC1=C2N(C[C@H]3O[C@@H]4CC[C@@H](C4)N3C2=O)C=C(C(=O)NCC2=C(F)C=C(F)C=C2F)C1=O"
"6752","DB11800","COC1=C(OC)C=C2C(OC3=CC(Cl)=C(NC(=O)NC4=NOC(C)=C4)C=C3)=CC=NC2=C1"
"6753","DB11801","C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H]([C@@H](C)O)C(N)=O"
"6754","DB11804","CCN(C1CCN(CC[C@H](C2=CC=C(C=C2)S(C)(=O)=O)C2=CC(F)=CC(F)=C2)CC1)C(=O)CC1=CC=C(C=C1)S(C)(=O)=O"
"6755","DB11805","CN1CCN(CCOC2=CC3=C(C(NC4=C(Cl)C=CC5=C4OCO5)=NC=N3)C(OC3CCOCC3)=C2)CC1"
"6756","DB11806","C\C(\C=C\[C@@H]1C[C@]1(C)C1=CC=C2C(=C1)C(C)(C)CCC2(C)C)=C/C(O)=O"
"6757","DB11807","CN[C@@]1(C)[C@@H]2CC[C@@H](C2)C1(C)C"
"6758","DB11811","CC(=O)NCCOC(=O)[C@H](OC1=CC=CC(=C1)C(F)(F)F)C1=CC=C(Cl)C=C1"
"6759","DB11814","OC(=O)C1=CC2=C(C=C1)C1=NN([C@@H](C3CCCC3)[C@H]1CC2)C1=CC=C(C#N)C(Cl)=C1"
"6760","DB11815","CNC(=N)NCCC[C@H](N)C(O)=O"
"6761","DB11816","COC(=O)N1CCN(CC2=C(F)C(NC(=O)NC3=CC=C(C)N=C3)=CC=C2)CC1"
"6762","DB11817","CCS(=O)(=O)N1CC(CC#N)(C1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1"
"6763","DB11818","CC[C@H](C)[C@H]1N([C@@H](C(=O)N2CCOCC2)C2=COC(C)=N2)C(=O)[C@H](NC1=O)C1CC2=CC=CC=C2C1"
"6764","DB11819","C[C@H](OC1=CC=C(C=C1C(F)(F)F)C1=NC(=NO1)C1=CC=C2NC=NC2=C1)C(F)(F)F"
"6765","DB11820","CC1CS(=O)(=O)CCN1\N=C\C1=CC=C(O1)[N+]([O-])=O"
"6766","DB11821","NCC(=O)N1C[C@@H](C[C@H]1C(O)=O)NC(=O)C1=CC=CC=C1"
"6767","DB11822","COC1=CC=C2C3=C(C4CCCCC4)C4=CC=C5C=C4N3CC(=CC2=C1)C(=O)N(C)CCOCCN(C)S(=O)(=O)NC5=O"
"6768","DB11823","CN[C@@]1(CCCCC1=O)C1=CC=CC=C1Cl"
"6769","DB11824","CCC1=CC=C(CC2=CC=C3CO[C@]4(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C3=C2)C=C1"
"6770","DB11825","CCC1=C[C@@H]2[C@@H](C[C@]2(CN)CC(O)=O)C1"
"6771","DB11827","CCOC1=CC=C(CC2=CC(=CC=C2Cl)[C@]23OC[C@](CO)(O2)[C@@H](O)[C@H](O)[C@H]3O)C=C1"
"6772","DB11828","CCOC1=C(NC(=O)\C=C\CN(C)C)C=C2C(NC3=CC=C(OCC4=CC=CC=N4)C(Cl)=C3)=C(C=NC2=C1)C#N"
"6773","DB11829","CN(C)C[C@@H]1CCN2C=C(C3=C2C=CC=C3)C2=C(C(=O)NC2=O)C2=CN(CCO1)C1=C2C=CC=C1"
"6774","DB11830","NC1=CC=CC=C1NC(=O)C1=CC=C(CNC2=NC=CC(=N2)C2=CC=CN=C2)C=C1"
"6775","DB11831","ClC1=C(C=C(C=C1)N(=O)=O)N(=O)=O"
"6776","DB11832","CC1(COC2=CC=C3N(C=NC3=C2)C2=CC=C3C=CC=C(N4CCC(N)CC4)C3=N2)COC1"
"6777","DB11833","CC1=NC(C#CC2=CC=NC(Cl)=C2)=C(C)N1C1=CC=C(F)C=C1"
"6778","DB11836","CC(C)N1N=C(C2=C(N)N=CN=C12)C1=CC=C2OC(N)=NC2=C1"
"6779","DB11837","FC1=C(C=CC(=C1)C#N)[C@H]1CCC2=CN=CN12"
"6780","DB11841","NC1=CC=CC=C1NC(=O)C1=CC=C(CNC(=O)OCC2=CN=CC=C2)C=C1"
"6781","DB11843","CC(C)S(=O)(=O)N[C@H]1COC[C@H]1OC1=CC=C(C=C1)C1=CC=C(S1)C#N"
"6782","DB11844","CN(C(=O)CC1=CC=C(C=C1)C1=CC=CC=N1)C1=NC(C)=C(S1)S(N)(=O)=O"
"6783","DB11845","CNC(=O)C1=C2C=CC(OC3=C4C=C(OC)C(OCC5(N)CC5)=CC4=NC=C3)=CC2=CC=C1"
"6784","DB11846","CN1CC(=O)NC1=N"
"6785","DB11847","OC[C@H]1CN(C(=O)O1)C1=CC(F)=C(OCC2(O)CCN(CC2)C2=C(F)C=C3C(=O)C(=CN(C4CC4)C3=C2)C(O)=O)C=C1"
"6786","DB11848","[H][C@@](O)(COP(O)(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)C=O"
"6787","DB11851","CN(C)[C@H]1CCN(CC2=C(C=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CN=C3)=C2)C(F)(F)F)C1"
"6788","DB11852","FC1=CC=CC=C1C1=NC2=CN(CC3=CC=C(N=N3)C3=CC=C(C=C3C(F)(F)F)C(F)(F)F)C=CC2=N1"
"6789","DB11853","CONC(=O)NC1=CC=C(C=C1)C1=C(CN(C)C)C2=C(S1)N(CC1=C(F)C=CC=C1F)C(=O)N(C2=O)C1=CC=C(OC)N=N1"
"6790","DB11855","CN(CCN1CCC(CC1)OC(=O)NC1=CC=CC=C1C1=CC=CC=C1)C(=O)C1=CC=C(CN2CCC(CC2)C(N)=O)C=C1"
"6791","DB11859","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(C)=O"
"6792","DB11861","CCNCCS(=O)(=O)NC[C@]1(SC(NC(=O)C(C)(C)C)=NN1C(=O)C(C)(C)C)C1=CC=CC=C1"
"6793","DB11863","CN1N=CC=C1C1=C(C)N(C2=CC=CC(=C2)C(F)(F)F)C(=O)C(=C1)C(=O)NCC1=NC=C(C=C1)S(C)(=O)=O"
"6794","DB11864","COCCOC1=CC=C(C=C1)N1CCN(CCN2N=CC3=C2N=C(N)N2N=C(N=C32)C2=CC=CO2)CC1"
"6795","DB11865","C[C@H](COC1=CN2N=CN=C(OC3=CC=C4NC(C)=CC4=C3F)C2=C1C)OC(=O)[C@H](C)N"
"6796","DB11867","CN(C)C(=O)CCN1N=C(NC2=CC=C3OC(F)(F)OC3=C2)N=C1C1=CC=NC=C1"
"6797","DB11868","CCC(N1CCCC1=O)C(N)=O"
"6798","DB11870","CC(C)(C(=O)NCC(F)(F)C(F)(F)F)C(=O)N[C@H]1C2=CC=CC=C2C2=CC=CC=C2NC1=O"
"6799","DB11871","CC(C)(CC1=CC=CC(CC(=O)NCC2=CC=CC(=C2)C2=CC=C(O)C=C2)=C1)NC[C@H](O)C1=CC=C(O)C(NS(C)(=O)=O)=C1"
"6800","DB11872","COC1=C(OC)C(OC)=C2C(CC[C@H](NC(C)=O)C3=C2C=CC(OP(O)(O)=O)=C3)=C1"
"6801","DB11873","CC(C)(SC1=CC=NC=C1C1=C2C=CC=CC2=C(C=C1)C#N)C(O)=O"
"6802","DB11875","C(C1=CNC2=CC=CC=C12)C1=CNC2=CC=CC=C12"
"6803","DB11876","C[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(O)=O"
"6804","DB11877","CC1=C(COC2=CC=C(C=N2)C(=O)N2CCS(=O)(=O)CC2)C(=NO1)C1=CC=C(F)C=C1"
"6805","DB11878","CCC1=CC(CC[C@@]2(CC(O)=C(CC3=NN4C(=N3)N=C(C)C=C4C)C(=O)O2)C2CCCC2)=CC(CC)=N1"
"6806","DB11880","CN(C)CCNC(=O)C1=C2N=C3C=CC=CC3=CC2=CC=C1"
"6807","DB11883","FC(F)(F)C1=CC=C(N=C1)N1CC[C@H](C1)NC(=O)NC1=CC=CC=C1Br"
"6808","DB11885","COC1=CC2=C(OC3=CC=C4NC(C)=CC4=C3F)C=CN=C2C=C1OCC1(N)CC1"
"6809","DB11886","CCN1CCN(CC1)C1=CC=C(NC2=CC(=NC=N2)N(C)C(=O)NC2=C(Cl)C(OC)=CC(OC)=C2Cl)C=C1"
"6810","DB11889","N[C@@H](CC1=CC=CC=N1)C1=CC=CC=C1"
"6811","DB11890","CC(C)[C@@H]1N(C)C(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CCCNC(N)=N)NC1=O"
"6812","DB11891","COC1=CC=C(C=N1)C1=NC(N2CCOCC2)=C2SC(CN(C)C3=NC=C(C=N3)C(=O)NO)=CC2=N1"
"6813","DB11892","CC1SC2=C(C(O)=O)C(=O)C3=CC(F)=C(C=C3N12)N1CCN(CC2=C(C)OC(=O)O2)CC1"
"6814","DB11893","NC(=O)[C@@H](CCC(F)(F)F)N(CC1=CC=C(C=C1F)C1=NOC=N1)S(=O)(=O)C1=CC=C(Cl)C=C1"
"6815","DB11894","CN1C(COC2=CC=C(CC3SC(=O)NC3=O)C=C2)=NC2=CC=C(OC3=CC(C)=C(N)C(C)=C3)C=C12"
"6816","DB11896","CN(C)C1CCN(CC1)C(=O)C1=CC=C(NC(=O)NC2=CC=C(C=C2)C2=NC(=NC(=N2)N2CCOCC2)N2CCOCC2)C=C1"
"6817","DB11898","O=C1CSC(=O)N1"
"6818","DB11899","CN1C=C(C=N1)C1=C2N=C([C@@H]3CCCNC3)C(Br)=C(N)N2N=C1"
"6819","DB11900","CC1=C(CC2=CC=C3C=CC=CC3=N2)C2=CC(F)=CC=C2N1CC(O)=O"
"6820","DB11901","CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C11CCC1)C1=CC(=C(N=C1)C#N)C(F)(F)F"
"6821","DB11902","CCOC1=NC=C(C=C1C1=NC2=C(CC)N(CCOC)N=C2C(=O)N1)S(=O)(=O)N1CCN(CC)CC1"
"6822","DB11903","FC(F)(F)C1=NC(NC2=C(Cl)C=C(Cl)C=C2)=NC=C1C(=O)NCC1CCOCC1"
"6823","DB11904","CN1CCN(CC2=CC=C(C=C2C(F)(F)F)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CC=CN=C3)=C(C)N=C2)CC1"
"6824","DB11905","CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(N2CCSCC2)C(F)=C1"
"6825","DB11907","COC1=CC(=CC=C1NC1=NC=C(C(NC2=CC=CC(NC(=O)C=C)=C2)=N1)C(F)(F)F)N1CCN(CC1)C(C)=O"
"6826","DB11909","CCC1=C(C(=O)C(N)=O)C2=C(OCC(O)=O)C=CC=C2N1CC1=CC=CC=C1"
"6827","DB11910","CC1=NC2=CC=CC(=C2C(=O)N1C1=CC=C(OCCCN2CCCC2)C=C1)C(F)(F)F"
"6828","DB11911","CC1=CC=CC(=N1)C1=NN2CCCC2=C1C1=C2C=C(C=CC2=NC=C1)C(N)=O"
"6829","DB11912","CC1=NC(NNC(=O)[C@H](CC2CCCC2)CN(O)C=O)=C(F)C(=N1)N1CCN2CCOC[C@@H]2C1"
"6830","DB11913","FC1=CC2=C3N(CCN(C2)C(=O)N2CCCCC2)C=C(C3=C1)C1=C(C(=O)NC1=O)C1=CN=C2C=CC=CN12"
"6831","DB11915","COC1=C(OC)C=C2[C@H]3C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN3CCC2=C1"
"6832","DB11917","CC(C)=CCC\C(C)=C\CC\C(C)=C\CC[C@@](C)(O)CCC1=C(C)C(=O)C(C)=C(C)C1=O"
"6833","DB11919","NC1=NC(OCC2=CC=CC=C2)=C2N=CNC2=N1"
"6834","DB11920","NC[C@@H](F)CP(O)=O"
"6835","DB11921","[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@]([H])(O)C[C@]3(C)[C@@]1(N=C(C)O2)C(=O)COC(C)=O"
"6836","DB11922","CC1=C(NC(=O)NC2=CC=C(Cl)C(=C2O)S(=O)(=O)[C@H]2CCCNC2)C=CC=C1F"
"6837","DB11923","NC1=CC=C(C=N1)C#CC1=C2N=C(C=C(N2N=C1)C(F)(F)F)C1=CC=C(C=C1)C(F)(F)F"
"6838","DB11925","CNC(=O)C1=CC(=CC=C1)C1=CC=C2C(N=C(N=C2N2CCOC[C@@H]2C)N2CCOC[C@@H]2C)=N1"
"6839","DB11932","CC1=CC=C(N=C1)C1=CC=C(C)C=N1"
"6840","DB11933","[H][C@]1(CO)O[C@@]([H])(N2C=NC3=C(NCC=C(C)C)N=CN=C23)[C@]([H])(O)[C@]1([H])O"
"6841","DB11934","CC[C@H](C)[C@H]1N([C@@H](C(=O)N2CCOCC2)C2=CC=C(C)N=C2C)C(=O)[C@H](NC1=O)C1CC2=CC=CC=C2C1"
"6842","DB11935","CO[C@]1(NC(=O)CSC(F)F)[C@H]2OCC(CSC3=NN=NN3CCO)=C(N2C1=O)C(O)=O"
"6843","DB11936","CC(C)(CCCCCC(O)CCCCCC(C)(C)C(O)=O)C(O)=O"
"6844","DB11937","OC(=O)C1=CC(=O)C2=CC=CC=C2N1"
"6845","DB11939","CCOC1=CC=C(CC2=CC(=CC=C2Cl)[C@@]23OC[C@@](CO)(O2)[C@@H](O)[C@H](O)[C@H]3O)C=C1F"
"6846","DB11940","NC(=S)N\N=C\C1=C(N)C=CC=N1"
"6847","DB11941","ClC1=CC(Cl)=C(C=C1)C(=O)NS(=O)(=O)C1=CC=C(Br)S1"
"6848","DB11942","FC(F)(F)C1=CC(=CC(=C1)C1=NN(\C=C/C(=O)NNC2=NC=CN=C2)C=N1)C(F)(F)F"
"6849","DB11943","NC1=NC(N2C=C(C(O)=O)C(=O)C3=CC(F)=C(N4CC(O)C4)C(Cl)=C23)=C(F)C=C1F"
"6850","DB11944","OC(=O)CCCC(=O)NCCC1=CNC=N1"
"6851","DB11946","CC(=O)NC1=C2C(=CC=C1)N(CC(O)=O)C(C)=C2SC1=CC=C(Cl)C=C1"
"6852","DB11947","CCCN1CCC(CC1)C1=CC=CC(=C1)S(C)(=O)=O"
"6853","DB11948","CC1(C)CCC2=C(O1)C1=CC=CC=C1C(=O)C2=O"
"6854","DB11949","C[C@@H](N(C)C(=O)N1CCNC[C@@H]1C1=CC=C(F)C=C1C)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F"
"6855","DB11950","[H][C@]1(CN[C@@]([H])(C1)C(=O)N1CCSC1)N1CCN(CC1)C1=CC(C)=NN1C1=CC=CC=C1"
"6856","DB11951","CC1=NC=C(OC[C@]2(C[C@H]2C(=O)NC2=NC=C(F)C=C2)C2=CC=CC(F)=C2)C(C)=N1"
"6857","DB11952","C[C@H](NC1=C2N=CNC2=NC=N1)C1=CC2=CC=CC(Cl)=C2C(=O)N1C1=CC=CC=C1"
"6858","DB11953","C[C@@H]1CN(CC2=NC=CC=N2)C[C@H]1C1=NC2=C(C=NN2C2CCOCC2)C(=O)N1"
"6859","DB11957","FC(F)C(F)(F)COC1=CC=CC(CNCCC2=CNC3=CC(F)=CC=C23)=C1"
"6860","DB11958","C[C@@H](O)COC1=CN2N=CN=C(OC3=CC=C4NC(C)=CC4=C3F)C2=C1C"
"6861","DB11960","NC(=O)C1=C(N)N(CC2=CC(Cl)=C(C(=O)C3=CC=C(Cl)C=C3)C(Cl)=C2)N=N1"
"6862","DB11961","C[C@]1(CS(=O)(=O)N2CCC(CC2)OC2=CC=C(Cl)C=N2)NC(=O)NC1=O"
"6863","DB11962","O=C1NC(=O)\C(S1)=C\C1=CC=C2N=CC=C(C3=CC=NC=C3)C2=C1"
"6864","DB11963","COC1=C(NC(=O)\C=C\CN2CCCCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1"
"6865","DB11964","COC1=C(C)C(CS(=O)C2=NC3=C(N2)C=CC(=C3)N2C=CC=C2)=NC=C1"
"6866","DB11965","COC1=CC2=C(C=C1OCCCOC1=CC3=C(C=C1OC)C(=O)N1CC(=C)C[C@H]1C=N3)N=C[C@@H]1CC(=C)CN1C2=O"
"6867","DB11966","COC1=C2N=CN([C@@H]3O[C@H](COP(=O)(N[C@@H](C)C(=O)OCC(C)(C)C)OC4=C5C=CC=CC5=CC=C4)[C@@H](O)[C@@]3(C)O)C2=NC(N)=N1"
"6868","DB11967","CN1C=NC2=C(F)C(NC3=CC=C(Br)C=C3F)=C(C=C12)C(=O)NOCCO"
"6869","DB11968","CC1=C2COC(=O)C2=CC=C1[C@@H](O)CN1CCN(C[C@H](O)C2=C(C)C3=C(C=C2)C(=O)OC3)CC1"
"6870","DB11969","CN1N=CC(Cl)=C1C1=C(Cl)OC(=C1)C(=O)N[C@H](CN)CC1=CC=C(F)C(F)=C1"
"6871","DB11971","C[C@]12C[C@H](C3=CC=C(C=C3)S(C)(=O)=O)C3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)C(F)(F)C(F)(F)F"
"6872","DB11977","CN1CCN(CC1)C1CCN(CC1)C(=O)NC1=CC(OC2=CC=C(NC(=O)C3(CC3)C(=O)NC3=CC=C(F)C=C3)C(F)=C2)=CC=N1"
"6873","DB11978","CN1CC[C@H](C[C@@H]1C1=NC2=CC=CC=C2N1)NC(=O)NC1=CC=C(C=C1)C#N"
"6874","DB11979","COC1=CC=CC(=C1F)C1=C(C)N(CC2=C(C=CC=C2F)C(F)(F)F)C(=O)N(C[C@H](NCCCC(O)=O)C2=CC=CC=C2)C1=O"
"6875","DB11982","OCCONC(=O)C1=C(NC2=C(F)C=C(I)C=C2)N2C=NC=C2C=C1"
"6876","DB11984","O[C@H](CS(=O)(=O)C1=CC=C2C=C(Cl)C=CC2=C1)C(=O)N1CCC(CC1)N1CCCNC1=O"
"6877","DB11985","FC(F)(F)C1=CC=C(COC(CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C=C1"
"6878","DB11986","CN1CCN(CC1)C1=CC=C(C(=O)NC2=NNC3=CC=C(CC4=CC(F)=CC(F)=C4)C=C23)C(NC2CCOCC2)=C1"
"6879","DB11987","CC(C)OC1=C(Cl)C=C(C=N1)C1=NC(=NO1)C1=C2C=CN(CCCC(O)=O)C2=CC=C1"
"6880","DB11989","[O-][N+](=O)C1=NC=CN1CC(=O)NCC1=CC=CC=C1"
"6881","DB11990","CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@](CN2CCC3=C(C2)C=C(C=N3)C(F)(F)F)(C1)C(C)C"
"6882","DB11992","CS(=O)(=O)N1C=C2CN(CC2=N1)[C@H]1CO[C@@H]([C@@H](N)C1)C1=CC(F)=CC=C1F"
"6883","DB11994","CC(=O)OC1=CC=CC2=C1C(=O)C1=C(OC(C)=O)C=C(C=C1C2=O)C(O)=O"
"6884","DB11995","OC(=O)C1CCN(CC1)C1=C(Cl)C=C(C=N1)C(=O)NC1=NC(C2=CC(Cl)=CS2)=C(S1)N1CCN(CC1)C1CCCCC1"
"6885","DB11998","OC[C@H]1O[C@H]([C@@H](O)[C@@H]1O)N1C=C(\C=C\Br)C(=O)NC1=O"
"6886","DB11999","CN[C@H]1CN(C[C@@H]1OC)C1=CC=C2C(=O)C(=CN(C3=NC=CS3)C2=N1)C(O)=O"
"6887","DB12000","COC1=CC2=C(C(=O)N=C(N2)C2=CC(C)=C(OCCO)C(C)=C2)C(OC)=C1"
"6888","DB12001","CCN1CCN(CC2=CC=C(NC3=NC=C(F)C(=N3)C3=CC(F)=C4N=C(C)N(C(C)C)C4=C3)N=C2)CC1"
"6889","DB12002","CNC(=O)C1=C(OC[C@@H](O)CN2CCC3(CC4=CC(Cl)=CC=C4O3)CC2)C=C(OC(C)(C)C(O)=O)C(Cl)=C1"
"6890","DB12004","COC1=CC(OC)=C(\C=C\S(=O)(=O)CC2=CC=C(OC)C(OP(O)(O)=O)=C2)C(OC)=C1"
"6891","DB12005","CCC[C@H](N[C@H]1CCC2=CC(F)=CC(F)=C2C1)C(=O)NC1=CN(C=N1)C(C)(C)CNCC(C)(C)C"
"6892","DB12006","CN1C2=CC=CC=C2C(=N[C@H](NC(=O)[C@H](CCC(F)(F)F)[C@H](CCC(F)(F)F)C(N)=O)C1=O)C1=CC=CC=C1"
"6893","DB12007","O=C1C(=COC2=CC=CC=C12)C1=CC=CC=C1"
"6894","DB12008","COC1=CC=CC(OCCCN)=C1C1=CC(NC2=CN=C(C=N2)C#N)=NN1"
"6895","DB12009","CCOC1=CC=C(C=C1)C1=NN2N=CC=CC2=C1C1=CC=C(C=C1)S(C)(=O)=O"
"6896","DB12010","COC1=CC(NC2=NC=C(F)C(NC3=NC4=C(OC(C)(C)C(=O)N4COP(O)(O)=O)C=C3)=N2)=CC(OC)=C1OC"
"6897","DB12011","CC1=C(CC(O)=O)C2=CC=CN=C2N1CC1=CC=C(C=C1C(F)(F)F)S(C)(=O)=O"
"6898","DB12012","FC(F)(F)C1=CC=C(OC2=CC=CC(C=C3CCN(CC3)C(=O)NC3=CC=CN=N3)=C2)N=C1"
"6899","DB12015","CC1=C(SC(NC(=O)N2CCC[C@H]2C(N)=O)=N1)C1=CC(=NC=C1)C(C)(C)C(F)(F)F"
"6900","DB12017","OC(=O)\C=C\C1=CC=C(CN2C=CN=C2)C=C1"
"6901","DB12020","FC(F)(F)C1=CC=C(C=C1)C(=O)NN1C(=O)[C@H]2[C@H]([C@H]3C=C[C@@H]2[C@@H]2C[C@H]32)C1=O"
"6902","DB12021","CCC1=C2N=C(C=C(NCC3=CC=C[N+]([O-])=C3)N2N=C1)N1CCCC[C@H]1CCO"
"6903","DB12022","CC(C)(C)C1=CC=C(CN(CC2=CC=CC(OCC(O)=O)=C2)S(=O)(=O)C2=CC=CN=C2)C=C1"
"6904","DB12024","COC1=CC=C2C=C(OCC3(CN(C3)C(=O)C3=CC=C(F)C=C3)C(O)=O)C=CC2=C1"
"6905","DB12025","CC(C)[C@]12O[C@H]1[C@@H]1O[C@]11[C@]3(O[C@H]3C[C@H]3C4=C(CC[C@]13C)C(=O)OC4)[C@@H]2O"
"6906","DB12027","C(CC1=CNC2=CC=CC=C12)NC1=CC=C(NC2=CC=NC=C2)C=C1"
"6907","DB12028","OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(Br)C(=O)NC1=O"
"6908","DB12029","O[C@@H]1C[C@](O)(C[C@@H](OC(=O)\C=C\C2=CC(O)=C(O)C=C2)[C@@H]1O)C(O)=O"
"6909","DB12032","C[C@H]1CC(CN)(CC(O)=O)C[C@@H]1C"
"6910","DB12036","CCC1=C(O[C@@H]2CCN(C2)C(=O)C=C)N=C(NC2=CC=C(C=C2)N2CCC(CC2)N2CCN(C)CC2)C(=N1)C(N)=O"
"6911","DB12039","O[C@@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C=C1"
"6912","DB12040","CCCCCCC(C)OC(=O)C(=C)C#N"
"6913","DB12041","CC1=CC=C2C(NC[C@](O)(CC(C)(C)C3=CC(F)=CC4=C3OCC4)C(F)(F)F)=CC=CC2=N1"
"6914","DB12042","CC1=CC=C2C=C(SC2=C1)C(=O)NC1(CCCC1)C(=O)N[C@H](CC1=CC=CC=C1)C(=O)NCC1CCN(CC2CCOCC2)CC1"
"6915","DB12043","CC(C)OC(=O)CCC[C@H]1CC[C@H]2[C@H](C[C@@H](O)[C@@H]2\C=C\[C@@H](O)COC2=CC(F)=CC=C2F)OC1"
"6916","DB12044","COC1=CC2=CC=C(C=C2C=C1)C1=CC(=NN1[C@@H](C)C1=CC=C(C=C1)C(=O)NCCC(O)=O)C1=CC(Cl)=CC(Cl)=C1"
"6917","DB12045","CC(C)C(=O)OC[C@H]1O[C@@H](N2C=CC(N)=NC2=O)[C@](C)(F)[C@@H]1OC(=O)C(C)C"
"6918","DB12046","CCOC1=CC2=C(C(=N)N(CC(=O)C3=CC(=C(OC)C(=C3)N3CCOCC3)C(C)(C)C)C2)C(F)=C1OCC"
"6919","DB12047","CC(C)C1=C(O)C=C(O)C(=C1)C1=NNC(=O)N1C1=CC2=C(C=C1)N(C)C=C2"
"6920","DB12048","C[C@H](N1N=NC2=NC=C(N=C12)C1=CN(C)N=C1)C1=CN2C=CN=C2C=C1"
"6921","DB12049","CCC(CC)COC(=O)[C@@H]1C[C@H]2C[C@H](CC[C@H]2CN1)OC1=CC=CC(Cl)=C1C1=NN=NN1"
"6922","DB12050","C[C@H](NC(=O)CCC(F)(F)F)C(=O)N[C@H]1C2=CC=CC=C2C2=CC=CN=C2N(CCO)C1=O"
"6923","DB12052","COC1=CC=C(C=C1)C1=C(O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)C(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C(CC=C(C)C)=C2O1"
"6924","DB12054","CC(C)C[C@@H]1NC(=O)[C@H](NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(O)=O)NC(=O)[C@@H](CC2=CNC3=CC=CC=C23)NC1=O)C(C)C"
"6925","DB12055","COC1=CC=C(CC2OC(=O)NC2=O)C=C1C(=O)NCC1=CC=C(C=C1)C(F)(F)F"
"6926","DB12057","COC[C@@]1(C)CCCN2CCC3=C(OC4=CC=CC=C34)[C@H]12"
"6927","DB12058","COC1=CC=C(C=C1OC)C1=CC(=O)C2=C(OC)C=C(OCC(O)=O)C=C2O1"
